,line,module,job_id,state,time
139,C,4,57,storing_job,2022-02-18T09:32:12.842400
140,A,2,2,fetching_job,2022-02-18T03:31:30.967200
141,A,3,13,processing,2022-02-18T15:17:29.271200
142,B,3,36,storing_job,2022-02-18T14:07:45.697600
143,C,2,56,waiting_on_precedent,2022-02-18T08:21:05.852400
144,B,5,30,processing,2022-02-18T11:24:55.427000
145,D,3,66,processing,2022-02-18T01:44:59.934600
146,C,2,44,processing,2022-02-18T03:16:52.424999
147,B,3,37,processing,2022-02-18T14:25:55.809599
148,C,1,43,storing_job,2022-02-18T02:57:48.425000
149,A,3,12,processing,2022-02-18T14:28:13.686800
150,C,1,63,storing_job,2022-02-18T10:52:02.076199
151,C,3,61,storing_job,2022-02-18T11:01:12.826400
152,D,3,71,processing,2022-02-18T04:11:18.215199
153,B,4,39,waiting_on_precedent,2022-02-18T17:49:01.202080
154,B,3,37,waiting_on_precedent,2022-02-18T14:14:23.697600
155,B,6,29,fetching_job,2022-02-18T10:53:58.785600
156,A,3,11,waiting_on_precedent,2022-02-18T13:02:54.902800
157,B,3,25,processing,2022-02-18T04:53:30.168000
158,A,2,11,fetching_job,2022-02-18T11:45:13.227600
159,C,2,53,fetching_job,2022-02-18T07:38:02.003600
160,B,4,30,fetching_job,2022-02-18T10:24:31.326600
161,B,3,32,storing_job,2022-02-18T11:23:06.973199
162,A,1,12,fetching_job,2022-02-18T10:36:19.357000
163,C,3,65,fetching_job,2022-02-18T12:16:13.468000
164,C,2,43,processing,2022-02-18T03:07:20.425000
165,C,6,41,waiting_on_precedent,2022-02-18T02:21:59.740800
166,A,3,10,processing,2022-02-18T12:04:55.190200
167,A,3,6,fetching_job,2022-02-18T08:04:07.903000
168,C,2,49,fetching_job,2022-02-18T04:43:12.355599
169,C,3,56,waiting_on_precedent,2022-02-18T08:30:37.852400
170,B,3,27,processing,2022-02-18T06:44:26.409000
171,C,1,45,processing,2022-02-18T03:16:52.424999
172,C,7,65,idle,2022-02-18T14:07:14.090800
173,D,3,71,fetching_job,2022-02-18T04:07:58.215199
174,A,2,12,processing,2022-02-18T13:16:52.760200
175,C,5,58,storing_job,2022-02-18T10:22:42.744600
176,B,3,39,fetching_job,2022-02-18T16:41:02.912160
177,B,6,24,processing,2022-02-18T06:46:42.435800
178,C,4,58,waiting_on_precedent,2022-02-18T09:36:58.842400
179,A,3,1,fetching_job,2022-02-18T03:31:30.967200
180,A,1,11,processing,2022-02-18T10:10:10.172800
181,A,2,4,storing_job,2022-02-18T05:46:03.738600
182,B,5,38,storing_job,2022-02-18T18:56:01.191360
183,C,5,50,processing,2022-02-18T07:04:41.555800
184,C,6,65,storing_job,2022-02-18T13:28:12.910400
185,C,5,42,storing_job,2022-02-18T03:09:47.829400
186,B,2,39,processing,2022-02-18T15:46:10.850080
187,A,1,15,fetching_job,2022-02-18T13:27:04.760200
188,C,3,47,storing_job,2022-02-18T04:38:26.355599
189,D,4,68,waiting_on_precedent,2022-02-18T03:05:55.458799
190,B,2,38,processing,2022-02-18T14:25:55.809599
191,B,3,28,waiting_on_precedent,2022-02-18T06:51:04.409000
192,C,2,58,processing,2022-02-18T09:20:58.321800
193,B,5,27,processing,2022-02-18T08:45:32.932400
194,B,3,34,processing,2022-02-18T12:16:03.501599
195,C,4,57,processing,2022-02-18T09:32:12.842400
196,B,4,37,processing,2022-02-18T15:47:01.584400
197,B,5,24,waiting_on_precedent,2022-02-18T05:40:08.857200
198,C,1,58,processing,2022-02-18T08:57:41.388600
199,C,5,60,processing,2022-02-18T11:04:06.665000
200,B,6,28,waiting_on_precedent,2022-02-18T09:58:27.907800
201,C,1,50,storing_job,2022-02-18T05:02:28.588600
202,B,1,31,fetching_job,2022-02-18T06:51:04.409000
203,C,3,51,fetching_job,2022-02-18T07:13:28.776000
204,B,1,36,fetching_job,2022-02-18T11:08:49.482599
205,C,4,59,storing_job,2022-02-18T10:33:45.552200
206,C,4,61,fetching_job,2022-02-18T11:05:58.826400
207,C,3,46,fetching_job,2022-02-18T04:17:03.967999
208,B,1,30,storing_job,2022-02-18T06:44:26.409000
209,C,3,53,processing,2022-02-18T08:05:57.784200
210,A,2,8,fetching_job,2022-02-18T09:20:02.721400
211,C,3,62,storing_job,2022-02-18T11:24:39.296400
212,D,4,70,processing,2022-02-18T04:11:18.215199
213,C,2,42,processing,2022-02-18T02:41:11.829400
214,B,1,32,waiting_on_next,2022-02-18T08:12:38.705599
215,C,2,41,processing,2022-02-18T02:08:56.067000
216,A,3,20,processing,2022-02-18T22:57:00.582800
217,C,6,49,storing_job,2022-02-18T07:21:32.456599
218,B,2,36,processing,2022-02-18T12:44:44.116200
219,A,1,4,processing,2022-02-18T03:56:43.444000
220,C,4,56,processing,2022-02-18T09:00:56.685000
221,B,3,25,storing_job,2022-02-18T04:53:30.168000
222,A,2,13,fetching_job,2022-02-18T14:18:01.686800
223,C,1,60,storing_job,2022-02-18T10:00:32.777000
224,A,1,21,processing,2022-02-18T20:11:56.843600
225,C,1,56,fetching_job,2022-02-18T07:59:12.366200
226,B,4,22,waiting_on_precedent,2022-02-18T01:00:00
227,B,3,23,fetching_job,2022-02-18T03:16:49.579400
228,B,2,25,storing_job,2022-02-18T04:40:14.168000
229,A,3,10,fetching_job,2022-02-18T11:54:43.190200
230,C,4,40,waiting_on_precedent,2022-02-18T01:00:00
231,C,7,49,fetching_job,2022-02-18T07:26:18.456599
232,B,4,34,processing,2022-02-18T13:36:32.512400
233,C,4,65,processing,2022-02-18T12:39:27.913000
234,C,5,43,storing_job,2022-02-18T05:33:16.967600
235,C,6,40,waiting_on_precedent,2022-02-18T01:00:00
236,C,2,65,idle,2022-02-18T12:01:19.393000
237,C,4,55,processing,2022-02-18T08:46:57.654600
238,A,2,14,processing,2022-02-18T15:17:29.271200
239,A,3,10,fetching_job,2022-02-18T11:54:43.190200
240,B,6,39,waiting_on_precedent,2022-02-18T19:48:41.851840
241,B,4,23,storing_job,2022-02-18T04:37:19.539000
242,C,4,55,fetching_job,2022-02-18T08:42:11.654600
243,C,6,53,storing_job,2022-02-18T08:47:57.259600
244,C,6,57,processing,2022-02-18T10:20:05.387400
245,D,3,73,fetching_job,2022-02-18T06:19:26.441799
246,C,7,45,processing,2022-02-18T06:23:48.942000
247,D,1,69,fetching_job,2022-02-18T02:02:02.483600
248,D,3,67,fetching_job,2022-02-18T02:13:05.291200
249,C,5,48,processing,2022-02-18T06:20:56.967600
250,A,3,13,waiting_on_precedent,2022-02-18T15:00:20.120400
251,A,1,5,processing,2022-02-18T04:51:11.522400
252,C,5,47,processing,2022-02-18T06:11:24.967600
253,C,3,57,storing_job,2022-02-18T09:22:40.842400
254,C,5,43,fetching_job,2022-02-18T03:48:15.631000
255,D,4,70,fetching_job,2022-02-18T04:07:58.215199
256,C,7,52,waiting_on_precedent,2022-02-18T08:22:41.116400
257,C,7,59,fetching_job,2022-02-18T11:20:57.461800
258,C,1,49,processing,2022-02-18T04:35:18.003799
259,C,6,63,processing,2022-02-18T12:30:26.699600
260,B,4,38,processing,2022-02-18T16:47:40.912160
261,C,3,57,waiting_on_precedent,2022-02-18T08:56:10.685000
262,C,7,48,processing,2022-02-18T07:06:00.650400
263,B,1,37,processing,2022-02-18T11:56:06.833399
264,C,5,40,waiting_on_precedent,2022-02-18T01:00:00
265,C,3,61,processing,2022-02-18T10:52:04.460400
266,B,2,35,processing,2022-02-18T11:56:06.833399
267,B,1,33,fetching_job,2022-02-18T08:36:15.068400
268,B,5,22,processing,2022-02-18T04:06:10.089600
269,C,2,60,fetching_job,2022-02-18T10:05:18.777000
270,C,5,62,storing_job,2022-02-18T12:01:19.497000
271,C,1,51,processing,2022-02-18T05:12:00.588600
272,B,2,34,fetching_job,2022-02-18T11:36:12.833399
273,A,3,9,fetching_job,2022-02-18T11:24:49.227600
274,C,6,48,waiting_on_precedent,2022-02-18T06:37:19.154000
275,B,4,22,storing_job,2022-02-18T03:52:54.089600
276,A,3,16,processing,2022-02-18T18:47:34.923200
277,C,7,50,waiting_on_precedent,2022-02-18T07:31:04.456599
278,B,2,32,processing,2022-02-18T09:55:16.794400
279,C,3,54,fetching_job,2022-02-18T08:10:43.784200
280,B,5,35,processing,2022-02-18T15:10:50.610800
281,C,5,47,storing_job,2022-02-18T06:11:24.967600
282,D,4,73,idle,2022-02-18T07:19:04.580399
283,C,3,60,storing_job,2022-02-18T10:42:32.460400
284,B,1,37,storing_job,2022-02-18T12:21:39.892199
285,B,5,34,processing,2022-02-18T14:24:20.163800
286,C,6,41,storing_job,2022-02-18T02:47:04.067000
287,A,2,2,processing,2022-02-18T03:41:42.967200
288,D,4,66,processing,2022-02-18T02:16:25.291200
289,C,2,55,processing,2022-02-18T08:03:58.366200
290,C,2,50,waiting_on_precedent,2022-02-18T04:52:44.355599
291,A,1,18,storing_job,2022-02-18T17:35:39.070800
292,C,1,55,fetching_job,2022-02-18T07:49:40.366200
293,A,1,6,processing,2022-02-18T05:54:18.732400
294,B,4,23,processing,2022-02-18T04:06:10.089600
295,A,2,5,processing,2022-02-18T06:06:27.738600
296,C,4,49,storing_job,2022-02-18T06:25:59.969000
297,C,4,65,idle,2022-02-18T12:44:13.913000
298,A,1,14,fetching_job,2022-02-18T12:22:59.487000
299,B,4,29,processing,2022-02-18T09:37:03.006000
300,B,5,31,processing,2022-02-18T12:08:03.672000
301,A,2,17,processing,2022-02-18T18:47:34.923200
302,B,4,27,fetching_job,2022-02-18T07:52:24.485400
303,C,4,46,processing,2022-02-18T04:39:42.650000
304,B,6,34,waiting_on_precedent,2022-02-18T14:42:17.349000
305,C,4,52,processing,2022-02-18T08:05:57.784200
306,B,2,31,fetching_job,2022-02-18T09:12:25.982600
307,C,2,50,storing_job,2022-02-18T05:27:54.268600
308,C,7,60,fetching_job,2022-02-18T11:48:19.967600
309,D,2,69,processing,2022-02-18T02:37:32.033600
310,C,5,42,fetching_job,2022-02-18T03:05:01.829400
311,C,5,63,storing_job,2022-02-18T12:20:54.699600
312,C,7,40,fetching_job,2022-02-18T02:21:59.740800
313,B,5,30,fetching_job,2022-02-18T11:18:17.427000
314,C,4,61,processing,2022-02-18T11:10:44.826400
315,B,3,33,waiting_on_precedent,2022-02-18T11:29:44.973199
316,C,7,57,processing,2022-02-18T10:48:58.492800
317,C,2,65,waiting_on_precedent,2022-02-18T11:33:30.660999
318,C,7,63,waiting_on_precedent,2022-02-18T12:47:22.472800
319,B,3,33,processing,2022-02-18T11:42:50.833399
320,A,1,2,storing_job,2022-02-18T02:57:10.465600
321,B,2,23,fetching_job,2022-02-18T02:29:51.559400
322,C,6,58,storing_job,2022-02-18T10:48:58.492800
323,D,3,73,storing_job,2022-02-18T06:39:20.653199
324,C,2,47,fetching_job,2022-02-18T04:08:43.285999
325,C,7,63,processing,2022-02-18T12:54:45.622000
326,B,1,34,processing,2022-02-18T09:32:19.982600
327,B,2,24,processing,2022-02-18T03:19:34.128000
328,C,5,57,processing,2022-02-18T09:52:28.576400
329,D,3,72,fetching_job,2022-02-18T04:32:31.105199
330,B,5,28,waiting_on_precedent,2022-02-18T09:30:02.947600
331,C,2,60,storing_job,2022-02-18T10:10:04.777000
332,B,6,33,waiting_on_precedent,2022-02-18T13:25:22.458800
333,A,3,13,fetching_job,2022-02-18T15:07:17.271200
334,D,2,67,waiting_on_precedent,2022-02-18T01:41:39.934600
335,B,6,37,fetching_job,2022-02-18T17:31:38.207400
336,A,1,21,storing_job,2022-02-18T20:48:13.272400
337,D,1,67,fetching_job,2022-02-18T01:19:34.865000
338,C,4,56,fetching_job,2022-02-18T08:56:10.685000
339,B,5,28,storing_job,2022-02-18T10:11:47.524800
340,C,3,56,storing_job,2022-02-18T08:51:24.685000
341,C,4,45,fetching_job,2022-02-18T04:17:03.967999
342,B,6,23,waiting_on_precedent,2022-02-18T05:23:49.986000
343,C,5,53,processing,2022-02-18T08:38:25.259600
344,A,2,1,waiting_on_precedent,2022-02-18T01:00:00
345,B,1,29,storing_job,2022-02-18T05:52:10.380400
346,C,1,55,processing,2022-02-18T07:54:26.366200
347,B,3,23,storing_job,2022-02-18T03:23:27.579400
348,C,6,51,storing_job,2022-02-18T08:13:09.116400
349,C,1,56,storing_job,2022-02-18T08:21:39.335200
350,C,4,48,processing,2022-02-18T06:01:52.967600
351,A,3,16,processing,2022-02-18T18:47:34.923200
352,C,7,64,fetching_job,2022-02-18T13:23:26.910400
353,B,6,24,fetching_job,2022-02-18T06:40:04.435800
354,B,2,30,storing_job,2022-02-18T09:05:47.982600
355,C,2,54,processing,2022-02-18T07:54:26.366200
356,B,5,35,storing_job,2022-02-18T15:40:33.664800
357,B,1,28,fetching_job,2022-02-18T04:12:04.032200
358,A,1,19,waiting_on_next,2022-02-18T18:20:06.057800
359,B,1,30,waiting_on_next,2022-02-18T06:22:52.316199
360,C,4,64,processing,2022-02-18T12:20:59.468000
361,C,5,63,waiting_on_precedent,2022-02-18T12:06:05.497000
362,C,4,60,fetching_job,2022-02-18T10:47:18.460400
363,B,6,26,fetching_job,2022-02-18T08:36:11.332600
364,C,2,52,storing_job,2022-02-18T07:33:16.003600
365,C,5,41,storing_job,2022-02-18T02:37:32.067000
366,C,3,43,fetching_job,2022-02-18T03:12:06.425000
367,A,1,7,fetching_job,2022-02-18T06:34:39.521200
368,B,1,25,processing,2022-02-18T02:39:04.027599
369,B,5,33,storing_job,2022-02-18T14:11:04.163800
370,C,3,42,storing_job,2022-02-18T02:50:43.829400
371,C,3,54,storing_job,2022-02-18T08:15:29.784200
372,C,3,42,fetching_job,2022-02-18T02:45:57.829400
373,C,7,61,processing,2022-02-18T12:16:41.974400
374,B,3,29,fetching_job,2022-02-18T08:22:59.068400
375,C,4,62,processing,2022-02-18T11:34:11.296400
376,C,6,40,processing,2022-02-18T02:17:13.740800
377,C,7,47,processing,2022-02-18T07:01:14.650400
378,B,4,39,processing,2022-02-18T17:58:24.640080
379,C,5,52,fetching_job,2022-02-18T08:10:43.784200
380,C,2,62,processing,2022-02-18T10:37:48.532600
381,A,1,14,waiting_on_next,2022-02-18T13:01:57.556800
382,C,6,43,processing,2022-02-18T05:42:48.967600
383,C,4,61,waiting_on_precedent,2022-02-18T10:56:50.460400
384,C,4,44,processing,2022-02-18T04:12:17.967999
385,B,5,27,storing_job,2022-02-18T09:23:24.947600
386,C,2,46,storing_job,2022-02-18T04:03:57.285999
387,C,2,46,processing,2022-02-18T04:03:57.285999
388,C,4,43,waiting_on_precedent,2022-02-18T03:05:01.829400
389,B,6,36,fetching_job,2022-02-18T16:30:25.424400
390,B,5,31,storing_job,2022-02-18T12:47:12.891600
391,A,1,7,processing,2022-02-18T06:44:51.521200
392,D,3,71,storing_job,2022-02-18T04:29:11.105199
393,B,2,32,storing_job,2022-02-18T10:48:55.482599
394,D,2,71,processing,2022-02-18T03:17:31.831800
395,C,3,63,processing,2022-02-18T11:34:11.296400
396,C,3,45,storing_job,2022-02-18T04:12:17.967999
397,D,1,67,processing,2022-02-18T01:22:54.865000
398,C,5,64,waiting_on_precedent,2022-02-18T12:25:40.699600
399,B,1,39,processing,2022-02-18T13:33:49.339639
400,C,2,61,fetching_job,2022-02-18T10:23:30.532600
401,D,3,73,idle,2022-02-18T06:42:40.653199
402,B,3,35,storing_job,2022-02-18T13:25:32.598600
403,B,3,34,storing_job,2022-02-18T12:45:42.879199
404,C,2,56,storing_job,2022-02-18T08:41:52.685000
405,A,1,3,storing_job,2022-02-18T03:36:19.444000
406,A,3,8,processing,2022-02-18T10:26:07.357000
407,A,1,17,storing_job,2022-02-18T16:26:28.656400
408,D,1,69,storing_job,2022-02-18T02:30:52.033600
409,C,3,58,storing_job,2022-02-18T09:46:40.691200
410,A,2,21,processing,2022-02-18T22:57:00.582800
411,A,3,12,processing,2022-02-18T14:28:13.686800
412,C,3,54,processing,2022-02-18T08:15:29.784200
413,B,6,27,processing,2022-02-18T09:36:40.947600
414,D,1,73,storing_job,2022-02-18T03:49:54.409200
415,B,1,34,storing_job,2022-02-18T09:55:16.794400
416,B,5,37,fetching_job,2022-02-18T16:34:09.684800
417,D,4,73,fetching_job,2022-02-18T06:49:52.466199
418,C,2,52,fetching_job,2022-02-18T07:13:28.776000
419,B,4,37,fetching_job,2022-02-18T15:40:23.584400
420,C,5,40,processing,2022-02-18T02:07:41.740800
421,C,4,53,fetching_job,2022-02-18T08:10:43.784200
422,B,4,33,storing_job,2022-02-18T13:23:16.512400
423,A,3,5,processing,2022-02-18T07:22:08.092600
424,B,3,31,processing,2022-02-18T09:58:26.129000
425,C,6,48,storing_job,2022-02-18T06:44:49.663800
426,B,5,22,storing_job,2022-02-18T04:40:36.226400
427,C,2,59,processing,2022-02-18T09:41:49.818800
428,B,1,27,fetching_job,2022-02-18T03:31:46.739800
429,B,6,33,fetching_job,2022-02-18T14:17:42.163800
430,A,2,14,storing_job,2022-02-18T16:06:04.656400
431,B,1,29,fetching_job,2022-02-18T05:00:08.168000
432,C,4,40,fetching_job,2022-02-18T01:53:23.740800
433,A,1,19,fetching_job,2022-02-18T17:45:51.070800
434,B,6,29,processing,2022-02-18T11:00:36.785600
435,B,1,34,waiting_on_next,2022-02-18T09:45:02.835600
436,C,3,59,processing,2022-02-18T10:06:32.583200
437,B,3,32,processing,2022-02-18T11:02:11.482599
438,A,1,16,fetching_job,2022-02-18T14:46:51.980200
439,B,5,32,storing_job,2022-02-18T13:00:28.891600
440,C,5,55,processing,2022-02-18T08:57:29.259600
441,C,3,49,waiting_on_next,2022-02-18T05:25:35.984999
442,C,2,60,waiting_on_precedent,2022-02-18T10:01:46.583200
443,C,4,40,storing_job,2022-02-18T01:58:09.740800
444,B,5,30,storing_job,2022-02-18T11:51:30.984600
445,C,4,64,storing_job,2022-02-18T12:20:59.468000
446,C,2,63,storing_job,2022-02-18T11:01:34.076199
447,A,3,18,waiting_on_precedent,2022-02-18T20:20:48.324600
448,C,5,52,waiting_on_precedent,2022-02-18T07:56:25.472200
449,C,5,56,processing,2022-02-18T09:23:11.629000
450,C,1,60,fetching_job,2022-02-18T09:37:03.818800
451,A,1,10,fetching_job,2022-02-18T09:12:08.983800
452,D,4,72,fetching_job,2022-02-18T06:19:26.441799
453,C,5,50,storing_job,2022-02-18T07:17:48.341800
454,A,3,20,waiting_on_precedent,2022-02-18T21:54:32.734200
455,C,2,53,processing,2022-02-18T07:42:48.003600
456,D,3,68,fetching_job,2022-02-18T02:46:48.931399
457,C,7,43,processing,2022-02-18T05:52:20.967600
458,C,1,63,fetching_job,2022-02-18T10:33:02.532600
459,B,3,39,storing_job,2022-02-18T17:45:08.640080
460,C,5,61,processing,2022-02-18T11:30:55.792000
461,C,4,43,processing,2022-02-18T03:43:29.631000
462,B,6,24,fetching_job,2022-02-18T06:40:04.435800
463,B,3,33,fetching_job,2022-02-18T11:36:12.833399
464,C,5,55,storing_job,2022-02-18T09:12:32.871400
465,A,3,21,idle,2022-02-19T00:31:47.732400
466,C,3,40,fetching_job,2022-02-18T01:43:51.740800
467,B,1,26,processing,2022-02-18T03:06:07.217600
468,C,2,58,storing_job,2022-02-18T09:20:58.321800
469,C,5,42,processing,2022-02-18T03:09:47.829400
470,B,3,22,fetching_job,2022-02-18T02:29:51.559400
471,B,5,26,storing_job,2022-02-18T08:29:33.332600
472,D,2,69,fetching_job,2022-02-18T02:34:12.033600
473,B,3,22,waiting_on_precedent,2022-02-18T01:00:00
474,C,2,51,fetching_job,2022-02-18T06:46:13.422800
475,B,6,35,fetching_job,2022-02-18T15:47:11.664800
476,A,2,17,storing_job,2022-02-18T19:31:08.843600
477,B,6,27,fetching_job,2022-02-18T09:30:02.947600
478,C,5,47,fetching_job,2022-02-18T06:06:38.967600
