;line;module;job_id;state;time
95;C;4;59;fetching_job;2022-02-18T10:28:59.552200
96;D;3;71;processing;2022-02-18T04:11:18.215199
1325;B;3;22;processing;2022-02-18T02:36:29.559400
92;B;5;23;processing;2022-02-18T04:53:52.226400
99;C;5;59;waiting_on_precedent;2022-02-18T10:27:28.744600
100;C;1;44;processing;2022-02-18T03:07:20.425000
101;C;3;43;processing;2022-02-18T03:16:52.424999
102;C;2;51;fetching_job;2022-02-18T06:46:13.422800
227;B;3;23;fetching_job;2022-02-18T03:16:49.579400
546;A;2;2;storing_job;2022-02-18T04:15:52.560200
105;C;3;49;processing;2022-02-18T05:11:34.362399
106;D;3;72;storing_job;2022-02-18T06:16:06.441799
241;B;4;23;storing_job;2022-02-18T04:37:19.539000
108;D;1;69;storing_job;2022-02-18T02:30:52.033600
109;C;3;58;fetching_job;2022-02-18T09:27:26.842400
110;C;6;44;storing_job;2022-02-18T05:52:20.967600
111;D;3;67;storing_job;2022-02-18T02:43:28.931399
112;D;2;72;fetching_job;2022-02-18T03:32:56.628600
113;C;6;50;fetching_job;2022-02-18T07:26:18.456599
114;D;4;68;waiting_on_precedent;2022-02-18T03:05:55.458799
115;C;5;45;fetching_job;2022-02-18T05:47:34.967600
674;A;3;2;waiting_on_precedent;2022-02-18T04:14:02.268199
117;C;3;64;processing;2022-02-18T12:02:23.870400
118;C;1;54;fetching_job;2022-02-18T07:23:22.233800
119;C;1;57;storing_job;2022-02-18T08:48:09.388600
699;A;3;2;fetching_job;2022-02-18T04:26:04.560200
750;A;1;2;fetching_job;2022-02-18T02:21:27.245000
294;B;4;23;processing;2022-02-18T04:06:10.089600
321;B;2;23;fetching_job;2022-02-18T02:29:51.559400
1031;A;1;2;processing;2022-02-18T02:31:39.245000
125;C;3;48;storing_job;2022-02-18T05:02:02.362399
126;C;5;48;fetching_job;2022-02-18T06:16:10.967600
342;B;6;23;waiting_on_precedent;2022-02-18T05:23:49.986000
128;C;5;46;fetching_job;2022-02-18T05:57:06.967600
129;C;7;53;processing;2022-02-18T08:57:29.259600
130;C;7;49;waiting_on_precedent;2022-02-18T07:20:02.273000
1069;A;3;2;processing;2022-02-18T04:36:16.560200
132;C;1;63;fetching_job;2022-02-18T10:33:02.532600
133;C;4;47;storing_job;2022-02-18T05:52:20.967600
134;C;4;56;fetching_job;2022-02-18T08:56:10.685000
135;C;3;55;waiting_on_precedent;2022-02-18T08:20:15.784200
347;B;3;23;storing_job;2022-02-18T03:23:27.579400
137;C;4;48;fetching_job;2022-02-18T05:57:06.967600
138;C;4;63;processing;2022-02-18T12:02:23.870400
139;C;4;57;storing_job;2022-02-18T09:32:12.842400
124;A;1;3;fetching_job;2022-02-18T03:07:22.465600
131;A;3;3;fetching_job;2022-02-18T05:35:51.738600
539;B;6;23;fetching_job;2022-02-18T05:40:08.857200
143;C;2;56;waiting_on_precedent;2022-02-18T08:21:05.852400
631;B;3;23;processing;2022-02-18T03:23:27.579400
145;D;3;66;processing;2022-02-18T01:44:59.934600
146;C;2;44;processing;2022-02-18T03:16:52.424999
745;B;5;23;storing_job;2022-02-18T05:33:30.857200
148;C;1;43;storing_job;2022-02-18T02:57:48.425000
405;A;1;3;storing_job;2022-02-18T03:36:19.444000
150;C;1;63;storing_job;2022-02-18T10:52:02.076199
151;C;3;61;storing_job;2022-02-18T11:01:12.826400
152;D;3;71;processing;2022-02-18T04:11:18.215199
786;B;1;23;fetching_job;2022-02-18T01:27:54.659600
820;B;4;23;fetching_job;2022-02-18T03:59:32.089600
849;B;4;23;processing;2022-02-18T04:06:10.089600
548;A;1;3;processing;2022-02-18T03:17:34.465600
865;B;5;23;fetching_job;2022-02-18T04:47:14.226400
607;A;2;3;processing;2022-02-18T04:36:16.560200
159;C;2;53;fetching_job;2022-02-18T07:38:02.003600
874;B;2;23;storing_job;2022-02-18T03:06:18.128000
1039;B;6;23;processing;2022-02-18T05:46:46.857200
717;A;3;3;waiting_on_precedent;2022-02-18T05:05:06.306400
163;C;3;65;fetching_job;2022-02-18T12:16:13.468000
164;C;2;43;processing;2022-02-18T03:07:20.425000
165;C;6;41;waiting_on_precedent;2022-02-18T02:21:59.740800
801;A;2;3;fetching_job;2022-02-18T04:26:04.560200
1065;A;3;3;processing;2022-02-18T05:46:03.738600
168;C;2;49;fetching_job;2022-02-18T04:43:12.355599
169;C;3;56;waiting_on_precedent;2022-02-18T08:30:37.852400
1259;B;2;23;processing;2022-02-18T02:36:29.559400
171;C;1;45;processing;2022-02-18T03:16:52.424999
172;C;7;65;idle;2022-02-18T14:07:14.090800
173;D;3;71;fetching_job;2022-02-18T04:07:58.215199
1162;A;2;3;storing_job;2022-02-18T05:25:39.738600
175;C;5;58;storing_job;2022-02-18T10:22:42.744600
1264;B;5;23;processing;2022-02-18T04:53:52.226400
1286;B;1;23;processing;2022-02-18T01:34:32.659600
178;C;4;58;waiting_on_precedent;2022-02-18T09:36:58.842400
12;A;3;4;fetching_job;2022-02-18T06:22:36.711200
181;A;2;4;storing_job;2022-02-18T05:46:03.738600
219;A;1;4;processing;2022-02-18T03:56:43.444000
1291;B;1;23;storing_job;2022-02-18T01:52:53.741400
183;C;5;50;processing;2022-02-18T07:04:41.555800
184;C;6;65;storing_job;2022-02-18T13:28:12.910400
185;C;5;42;storing_job;2022-02-18T03:09:47.829400
88;B;2;24;processing;2022-02-18T03:19:34.128000
526;A;2;4;fetching_job;2022-02-18T05:35:51.738600
188;C;3;47;storing_job;2022-02-18T04:38:26.355599
189;D;4;68;waiting_on_precedent;2022-02-18T03:05:55.458799
91;B;6;24;waiting_on_precedent;2022-02-18T06:14:04.693400
122;B;5;24;processing;2022-02-18T05:48:50.016600
192;C;2;58;processing;2022-02-18T09:20:58.321800
177;B;6;24;processing;2022-02-18T06:46:42.435800
197;B;5;24;waiting_on_precedent;2022-02-18T05:40:08.857200
195;C;4;57;processing;2022-02-18T09:32:12.842400
327;B;2;24;processing;2022-02-18T03:19:34.128000
353;B;6;24;fetching_job;2022-02-18T06:40:04.435800
198;C;1;58;processing;2022-02-18T08:57:41.388600
199;C;5;60;processing;2022-02-18T11:04:06.665000
462;B;6;24;fetching_job;2022-02-18T06:40:04.435800
201;C;1;50;storing_job;2022-02-18T05:02:28.588600
527;B;2;24;fetching_job;2022-02-18T03:12:56.128000
203;C;3;51;fetching_job;2022-02-18T07:13:28.776000
578;B;2;24;storing_job;2022-02-18T03:49:57.622400
205;C;4;59;storing_job;2022-02-18T10:33:45.552200
206;C;4;61;fetching_job;2022-02-18T11:05:58.826400
207;C;3;46;fetching_job;2022-02-18T04:17:03.967999
626;B;4;24;fetching_job;2022-02-18T04:43:57.539000
209;C;3;53;processing;2022-02-18T08:05:57.784200
625;A;2;4;processing;2022-02-18T05:46:03.738600
211;C;3;62;storing_job;2022-02-18T11:24:39.296400
212;D;4;70;processing;2022-02-18T04:11:18.215199
213;C;2;42;processing;2022-02-18T02:41:11.829400
644;B;4;24;storing_job;2022-02-18T05:35:34.016600
215;C;2;41;processing;2022-02-18T02:08:56.067000
683;A;1;4;fetching_job;2022-02-18T03:46:31.444000
217;C;6;49;storing_job;2022-02-18T07:21:32.456599
681;B;1;24;processing;2022-02-18T02:06:09.741400
719;A;3;4;processing;2022-02-18T06:32:48.711200
220;C;4;56;processing;2022-02-18T09:00:56.685000
688;B;3;24;processing;2022-02-18T04:03:13.622400
907;A;1;4;processing;2022-02-18T03:56:43.444000
223;C;1;60;storing_job;2022-02-18T10:00:32.777000
965;A;1;4;storing_job;2022-02-18T04:30:47.522400
225;C;1;56;fetching_job;2022-02-18T07:59:12.366200
917;B;1;24;storing_job;2022-02-18T02:25:48.027599
924;B;5;24;fetching_job;2022-02-18T05:42:12.016600
999;B;3;24;storing_job;2022-02-18T04:32:18.074200
251;A;1;5;processing;2022-02-18T04:51:11.522400
230;C;4;40;waiting_on_precedent;2022-02-18T01:00:00
231;C;7;49;fetching_job;2022-02-18T07:26:18.456599
1090;B;3;24;waiting_on_precedent;2022-02-18T03:30:05.579400
233;C;4;65;processing;2022-02-18T12:39:27.913000
234;C;5;43;storing_job;2022-02-18T05:33:16.967600
235;C;6;40;waiting_on_precedent;2022-02-18T01:00:00
236;C;2;65;idle;2022-02-18T12:01:19.393000
237;C;4;55;processing;2022-02-18T08:46:57.654600
295;A;2;5;processing;2022-02-18T06:06:27.738600
423;A;3;5;processing;2022-02-18T07:22:08.092600
1107;B;4;24;processing;2022-02-18T04:50:35.539000
1139;B;5;24;storing_job;2022-02-18T06:33:26.435800
242;C;4;55;fetching_job;2022-02-18T08:42:11.654600
243;C;6;53;storing_job;2022-02-18T08:47:57.259600
244;C;6;57;processing;2022-02-18T10:20:05.387400
245;D;3;73;fetching_job;2022-02-18T06:19:26.441799
246;C;7;45;processing;2022-02-18T06:23:48.942000
247;D;1;69;fetching_job;2022-02-18T02:02:02.483600
248;D;3;67;fetching_job;2022-02-18T02:13:05.291200
249;C;5;48;processing;2022-02-18T06:20:56.967600
480;A;3;5;fetching_job;2022-02-18T07:11:56.092600
485;A;3;5;fetching_job;2022-02-18T07:11:56.092600
252;C;5;47;processing;2022-02-18T06:11:24.967600
253;C;3;57;storing_job;2022-02-18T09:22:40.842400
254;C;5;43;fetching_job;2022-02-18T03:48:15.631000
255;D;4;70;fetching_job;2022-02-18T04:07:58.215199
256;C;7;52;waiting_on_precedent;2022-02-18T08:22:41.116400
257;C;7;59;fetching_job;2022-02-18T11:20:57.461800
258;C;1;49;processing;2022-02-18T04:35:18.003799
259;C;6;63;processing;2022-02-18T12:30:26.699600
1225;B;1;24;fetching_job;2022-02-18T01:59:31.741400
261;C;3;57;waiting_on_precedent;2022-02-18T08:56:10.685000
262;C;7;48;processing;2022-02-18T07:06:00.650400
1330;B;3;24;fetching_job;2022-02-18T03:56:35.622400
264;C;5;40;waiting_on_precedent;2022-02-18T01:00:00
265;C;3;61;processing;2022-02-18T10:52:04.460400
15;B;6;25;processing;2022-02-18T08:02:33.878400
87;B;4;25;storing_job;2022-02-18T07:05:25.516600
157;B;3;25;processing;2022-02-18T04:53:30.168000
269;C;2;60;fetching_job;2022-02-18T10:05:18.777000
270;C;5;62;storing_job;2022-02-18T12:01:19.497000
271;C;1;51;processing;2022-02-18T05:12:00.588600
221;B;3;25;storing_job;2022-02-18T04:53:30.168000
491;A;1;5;storing_job;2022-02-18T05:33:54.732400
274;C;6;48;waiting_on_precedent;2022-02-18T06:37:19.154000
228;B;2;25;storing_job;2022-02-18T04:40:14.168000
547;A;2;5;fetching_job;2022-02-18T05:56:15.738600
277;C;7;50;waiting_on_precedent;2022-02-18T07:31:04.456599
368;B;1;25;processing;2022-02-18T02:39:04.027599
279;C;3;54;fetching_job;2022-02-18T08:10:43.784200
537;B;6;25;waiting_on_precedent;2022-02-18T07:06:06.016400
281;C;5;47;storing_job;2022-02-18T06:11:24.967600
282;D;4;73;idle;2022-02-18T07:19:04.580399
283;C;3;60;storing_job;2022-02-18T10:42:32.460400
614;B;4;25;fetching_job;2022-02-18T05:42:12.016600
676;B;4;25;processing;2022-02-18T05:48:50.016600
286;C;6;41;storing_job;2022-02-18T02:47:04.067000
871;A;2;5;storing_job;2022-02-18T06:52:15.847600
288;D;4;66;processing;2022-02-18T02:16:25.291200
289;C;2;55;processing;2022-02-18T08:03:58.366200
290;C;2;50;waiting_on_precedent;2022-02-18T04:52:44.355599
1172;A;1;5;fetching_job;2022-02-18T04:40:59.522400
292;C;1;55;fetching_job;2022-02-18T07:49:40.366200
167;A;3;6;fetching_job;2022-02-18T08:04:07.903000
706;B;3;25;waiting_on_precedent;2022-02-18T04:38:56.074200
293;A;1;6;processing;2022-02-18T05:54:18.732400
296;C;4;49;storing_job;2022-02-18T06:25:59.969000
297;C;4;65;idle;2022-02-18T12:44:13.913000
516;A;3;6;processing;2022-02-18T08:14:19.903000
726;B;1;25;fetching_job;2022-02-18T02:32:26.027599
802;B;3;25;fetching_job;2022-02-18T04:46:52.168000
733;A;1;6;storing_job;2022-02-18T06:24:27.521200
819;B;2;25;processing;2022-02-18T04:03:13.622400
303;C;4;46;processing;2022-02-18T04:39:42.650000
901;B;5;25;processing;2022-02-18T07:18:41.516600
305;C;4;52;processing;2022-02-18T08:05:57.784200
904;B;5;25;waiting_on_precedent;2022-02-18T06:40:04.435800
307;C;2;50;storing_job;2022-02-18T05:27:54.268600
308;C;7;60;fetching_job;2022-02-18T11:48:19.967600
309;D;2;69;processing;2022-02-18T02:37:32.033600
310;C;5;42;fetching_job;2022-02-18T03:05:01.829400
311;C;5;63;storing_job;2022-02-18T12:20:54.699600
312;C;7;40;fetching_job;2022-02-18T02:21:59.740800
1040;B;2;25;fetching_job;2022-02-18T03:56:35.622400
314;C;4;61;processing;2022-02-18T11:10:44.826400
1127;B;5;25;fetching_job;2022-02-18T07:12:03.516600
316;C;7;57;processing;2022-02-18T10:48:58.492800
317;C;2;65;waiting_on_precedent;2022-02-18T11:33:30.660999
318;C;7;63;waiting_on_precedent;2022-02-18T12:47:22.472800
1175;B;1;25;storing_job;2022-02-18T02:52:51.217600
894;A;3;6;waiting_on_precedent;2022-02-18T07:47:55.857000
1250;B;6;25;fetching_job;2022-02-18T07:55:55.878400
322;C;6;58;storing_job;2022-02-18T10:48:58.492800
323;D;3;73;storing_job;2022-02-18T06:39:20.653199
324;C;2;47;fetching_job;2022-02-18T04:08:43.285999
325;C;7;63;processing;2022-02-18T12:54:45.622000
1328;B;5;25;storing_job;2022-02-18T07:49:17.878400
98;B;4;26;fetching_job;2022-02-18T07:12:03.516600
328;C;5;57;processing;2022-02-18T09:52:28.576400
329;D;3;72;fetching_job;2022-02-18T04:32:31.105199
363;B;6;26;fetching_job;2022-02-18T08:36:11.332600
331;C;2;60;storing_job;2022-02-18T10:10:04.777000
467;B;1;26;processing;2022-02-18T03:06:07.217600
981;A;2;6;storing_job;2022-02-18T07:53:55.903000
334;D;2;67;waiting_on_precedent;2022-02-18T01:41:39.934600
471;B;5;26;storing_job;2022-02-18T08:29:33.332600
1027;A;1;6;storing_job;2022-02-18T06:24:27.521200
337;D;1;67;fetching_job;2022-02-18T01:19:34.865000
338;C;4;56;fetching_job;2022-02-18T08:56:10.685000
508;B;3;26;storing_job;2022-02-18T06:23:52.917400
340;C;3;56;storing_job;2022-02-18T08:51:24.685000
341;C;4;45;fetching_job;2022-02-18T04:17:03.967999
555;B;2;26;processing;2022-02-18T04:53:30.168000
343;C;5;53;processing;2022-02-18T08:38:25.259600
1206;A;1;6;fetching_job;2022-02-18T05:44:06.732400
574;B;3;26;fetching_job;2022-02-18T05:45:32.380399
346;C;1;55;processing;2022-02-18T07:54:26.366200
630;B;3;26;storing_job;2022-02-18T06:23:52.917400
348;C;6;51;storing_job;2022-02-18T08:13:09.116400
349;C;1;56;storing_job;2022-02-18T08:21:39.335200
350;C;4;48;processing;2022-02-18T06:01:52.967600
1314;A;2;6;processing;2022-02-18T07:12:39.847600
352;C;7;64;fetching_job;2022-02-18T13:23:26.910400
669;B;3;26;processing;2022-02-18T05:52:10.380400
798;B;5;26;storing_job;2022-02-18T08:29:33.332600
355;C;2;54;processing;2022-02-18T07:54:26.366200
800;B;2;26;storing_job;2022-02-18T05:38:54.380399
812;B;4;26;processing;2022-02-18T07:18:41.516600
1373;A;2;6;fetching_job;2022-02-18T07:02:27.847600
831;B;1;26;storing_job;2022-02-18T03:25:08.739800
360;C;4;64;processing;2022-02-18T12:20:59.468000
361;C;5;63;waiting_on_precedent;2022-02-18T12:06:05.497000
362;C;4;60;fetching_job;2022-02-18T10:47:18.460400
839;B;2;26;fetching_job;2022-02-18T04:46:52.168000
364;C;2;52;storing_job;2022-02-18T07:33:16.003600
365;C;5;41;storing_job;2022-02-18T02:37:32.067000
366;C;3;43;fetching_job;2022-02-18T03:12:06.425000
367;A;1;7;fetching_job;2022-02-18T06:34:39.521200
1062;B;6;26;waiting_on_precedent;2022-02-18T08:28:03.260800
1197;B;5;26;fetching_job;2022-02-18T07:55:55.878400
370;C;3;42;storing_job;2022-02-18T02:50:43.829400
371;C;3;54;storing_job;2022-02-18T08:15:29.784200
372;C;3;42;fetching_job;2022-02-18T02:45:57.829400
373;C;7;61;processing;2022-02-18T12:16:41.974400
1254;B;6;26;processing;2022-02-18T08:42:49.332600
375;C;4;62;processing;2022-02-18T11:34:11.296400
376;C;6;40;processing;2022-02-18T02:17:13.740800
377;C;7;47;processing;2022-02-18T07:01:14.650400
1278;B;4;26;processing;2022-02-18T07:18:41.516600
379;C;5;52;fetching_job;2022-02-18T08:10:43.784200
380;C;2;62;processing;2022-02-18T10:37:48.532600
391;A;1;7;processing;2022-02-18T06:44:51.521200
382;C;6;43;processing;2022-02-18T05:42:48.967600
383;C;4;61;waiting_on_precedent;2022-02-18T10:56:50.460400
384;C;4;44;processing;2022-02-18T04:12:17.967999
1334;B;1;26;fetching_job;2022-02-18T02:59:29.217600
386;C;2;46;storing_job;2022-02-18T04:03:57.285999
387;C;2;46;processing;2022-02-18T04:03:57.285999
388;C;4;43;waiting_on_precedent;2022-02-18T03:05:01.829400
1379;B;4;26;storing_job;2022-02-18T07:45:46.485400
1383;B;3;26;waiting_on_precedent;2022-02-18T05:00:08.168000
536;A;2;7;processing;2022-02-18T08:14:19.903000
392;D;3;71;storing_job;2022-02-18T04:29:11.105199
1391;B;5;26;processing;2022-02-18T08:02:33.878400
394;D;2;71;processing;2022-02-18T03:17:31.831800
395;C;3;63;processing;2022-02-18T11:34:11.296400
396;C;3;45;storing_job;2022-02-18T04:12:17.967999
397;D;1;67;processing;2022-02-18T01:22:54.865000
398;C;5;64;waiting_on_precedent;2022-02-18T12:25:40.699600
1395;B;1;26;storing_job;2022-02-18T03:25:08.739800
400;C;2;61;fetching_job;2022-02-18T10:23:30.532600
401;D;3;73;idle;2022-02-18T06:42:40.653199
23;B;6;27;processing;2022-02-18T09:36:40.947600
77;B;1;27;storing_job;2022-02-18T04:05:26.032200
404;C;2;56;storing_job;2022-02-18T08:41:52.685000
583;A;1;7;storing_job;2022-02-18T07:06:58.701600
728;A;3;7;processing;2022-02-18T09:30:14.721400
747;A;2;7;fetching_job;2022-02-18T08:04:07.903000
408;D;1;69;storing_job;2022-02-18T02:30:52.033600
409;C;3;58;storing_job;2022-02-18T09:46:40.691200
1002;A;3;7;fetching_job;2022-02-18T09:20:02.721400
1072;A;1;7;processing;2022-02-18T06:44:51.521200
412;C;3;54;processing;2022-02-18T08:15:29.784200
123;B;5;27;fetching_job;2022-02-18T08:38:54.932400
414;D;1;73;storing_job;2022-02-18T03:49:54.409200
170;B;3;27;processing;2022-02-18T06:44:26.409000
193;B;5;27;processing;2022-02-18T08:45:32.932400
417;D;4;73;fetching_job;2022-02-18T06:49:52.466199
418;C;2;52;fetching_job;2022-02-18T07:13:28.776000
302;B;4;27;fetching_job;2022-02-18T07:52:24.485400
420;C;5;40;processing;2022-02-18T02:07:41.740800
421;C;4;53;fetching_job;2022-02-18T08:10:43.784200
385;B;5;27;storing_job;2022-02-18T09:23:24.947600
1089;A;2;7;storing_job;2022-02-18T09:09:50.721400
413;B;6;27;processing;2022-02-18T09:36:40.947600
425;C;6;48;storing_job;2022-02-18T06:44:49.663800
428;B;1;27;fetching_job;2022-02-18T03:31:46.739800
427;C;2;59;processing;2022-02-18T09:41:49.818800
477;B;6;27;fetching_job;2022-02-18T09:30:02.947600
588;B;2;27;processing;2022-02-18T05:52:10.380400
1129;A;2;7;storing_job;2022-02-18T09:09:50.721400
615;B;5;27;waiting_on_precedent;2022-02-18T08:36:11.332600
432;C;4;40;fetching_job;2022-02-18T01:53:23.740800
1315;A;3;7;waiting_on_precedent;2022-02-18T08:14:19.903000
616;B;1;27;processing;2022-02-18T03:38:24.739800
667;B;3;27;storing_job;2022-02-18T06:44:26.409000
436;C;3;59;processing;2022-02-18T10:06:32.583200
680;B;3;27;waiting_on_precedent;2022-02-18T06:30:30.917400
210;A;2;8;fetching_job;2022-02-18T09:20:02.721400
764;B;2;27;storing_job;2022-02-18T06:31:10.409000
440;C;5;55;processing;2022-02-18T08:57:29.259600
441;C;3;49;waiting_on_next;2022-02-18T05:25:35.984999
442;C;2;60;waiting_on_precedent;2022-02-18T10:01:46.583200
443;C;4;40;storing_job;2022-02-18T01:58:09.740800
979;B;2;27;fetching_job;2022-02-18T05:45:32.380399
445;C;4;64;storing_job;2022-02-18T12:20:59.468000
446;C;2;63;storing_job;2022-02-18T11:01:34.076199
406;A;3;8;processing;2022-02-18T10:26:07.357000
448;C;5;52;waiting_on_precedent;2022-02-18T07:56:25.472200
449;C;5;56;processing;2022-02-18T09:23:11.629000
450;C;1;60;fetching_job;2022-02-18T09:37:03.818800
507;A;1;8;storing_job;2022-02-18T08:02:40.308000
452;D;4;72;fetching_job;2022-02-18T06:19:26.441799
453;C;5;50;storing_job;2022-02-18T07:17:48.341800
523;A;3;8;waiting_on_precedent;2022-02-18T09:58:09.321600
455;C;2;53;processing;2022-02-18T07:42:48.003600
456;D;3;68;fetching_job;2022-02-18T02:46:48.931399
457;C;7;43;processing;2022-02-18T05:52:20.967600
458;C;1;63;fetching_job;2022-02-18T10:33:02.532600
1021;B;4;27;storing_job;2022-02-18T08:32:16.932400
460;C;5;61;processing;2022-02-18T11:30:55.792000
461;C;4;43;processing;2022-02-18T03:43:29.631000
1155;B;4;27;processing;2022-02-18T07:59:02.485400
1201;B;6;27;waiting_on_precedent;2022-02-18T09:01:34.311000
464;C;5;55;storing_job;2022-02-18T09:12:32.871400
577;A;2;8;storing_job;2022-02-18T10:05:43.357000
466;C;3;40;fetching_job;2022-02-18T01:43:51.740800
1203;B;3;27;fetching_job;2022-02-18T06:37:48.409000
468;C;2;58;storing_job;2022-02-18T09:20:58.321800
469;C;5;42;processing;2022-02-18T03:09:47.829400
1284;B;3;27;processing;2022-02-18T06:44:26.409000
50;B;1;28;storing_job;2022-02-18T04:53:30.168000
472;D;2;69;fetching_job;2022-02-18T02:34:12.033600
191;B;3;28;waiting_on_precedent;2022-02-18T06:51:04.409000
474;C;2;51;fetching_job;2022-02-18T06:46:13.422800
200;B;6;28;waiting_on_precedent;2022-02-18T09:58:27.907800
737;A;1;8;processing;2022-02-18T07:27:22.701600
